"trip_headsign","direction_id","trip_short_name","trip_id","route_id","shape_id"
"182MZA MPU.S.3E.LUNL","1"," Mendoza - Maipú(Superiora) - Tres Esquinas por Pedro Molina - Lunlunta ","3296","182","3296"
"182 LUNLUNTA MAIPU","0","Lunlunta Maipú","3297","182","3297"
"182MZA MAIP.SUP.LUNL","1","Mendoza - Maipú(Superiora) - Lunlunta por el Bajo regresa por el Alto ","3300","182","3300"
"182 LUNL.MAIPU MZA","0","Lunlunta - Maipú - Mendoza","3301","182","3301"
"183MZA MPU.BARRANCAS","1"," Mendoza - Maipú - Barrancas por el Alto ida y Vuelta","1856","183","1856"
"183 BARR.ALT.MPU.MZA","0","Barrancas por el Alto - Maipú - Mendoza","1857","183","1857"
"183MZA MPU.SUP.BAR.A","1","183 MENDOZA BARRANCAS POR EL ALTO Y VUELTA","3268","183","3268"
"183BARR.A.SUP.MPUMZA","0","183 MENDOZA BARRANCAS POR EL ALTO IDA Y VUELTA (SUPERIORA DE IDA)","3270","183","3270"
"183MZA MAP.BARR.ALT","1","183 MENDOZA BARRANCAS POR EL ALTO IDA Y VUELTA (SUPERIORA DE VUELTA)","3271","183","3271"
"183BARR.A.SUP.MPUMZA","0","183 MENDOZA BARRANCAS POR EL ALTO IDA Y VUELTA (SUPERIORA DE VUELTA)","3272","183","3272"
"183MZA MAIP.BARR.ALT","1","183 MENDOZA BARRANCAS POR EL ALTO REGRESA POR EL CARRIL (SUPERIORA DE VUELTA)","3273","183","3273"
"183BARR.C.SUP.MPUMZA","0","183 MENDOZA BARRANCAS POR EL ALTO REGRESA POR EL CARRIL (SUPERIORA DE VUELTA)","3275","183","3275"
"183MAIPU BARR.CARRIL","1","Maipú - Barrancas por el carril ","1865","183","1865"
"183BARR.ALT.MAIP.MZA","0","183 MAIPU BARRANCAS POR EL CARRIL REGRESA POR EL ALTO MENDOZA","3277","183","3277"
"183MPU.R.60 BARR.ALT","1","Maipú - Ruta N° 60 - Barrancas por el alto","1867","183","1867"
"183BARRC.R60 MPU.MZA","0","Barrancas por el carril - Ruta N° 60 - (Superiora)Maipú  Mendoza","3279","183","3279"
"183MZA BARR.xURQ.ALT","1","Mendoza - Maipú - Barrancas por Urquiza por el Alto ","3280","183","3280"
"183BARRxURQ.A.MPUMZA","0","Barrancas por Urquiza - por el Alto - Maipú - Mendoza","3283","183","3283"
"183MPU BARR.URQ.CARR","1","Maipú - Barrancas por Urquiza por el Carril ","1872","183","1872"
"183BARRxURQ.A.MPUMZA","0","Barrancas por Urquiza Regresa por el Alto - Maipú - Mendoza","3284","183","3284"
"183BARR.URQ.CARR.MPU","0","Barrancas por Urquiza por el Carril - Maipú","1876","183","1876"
"183MZA MPU.BAR.URQ.A","1","Mendoza - Maipú - Barrancas por Urquiza por el Alto ","3285","183","3285"
"183BARR x CARRIL.MPU","0","Barrancas por el Carril - Russell - Maipú","1878","183","1878"
"183MZA MPU.BARRURQ.A","1","Mendoza - Maipú - Barrancas por Urquiza por el Alto","3286","183","3286"
"MAIPU MZA(BARR.)","1","NULL","2964","183","2964"
"183MZA MPU.BAR.URQ.A","1","Mendoza - Maipú - Barrancas por Urquiza por el Alto","3287","183","3287"
"183BARR.URQ.ALT.MPU","0","Barrancas por Urquiza por el Alto - Maipú","3288","183","3288"
"183BARR.A.SUP.MPUMZA","0","Barrancas por el Alto - Maipú(Superiora) - Mendoza","3299","183","3299"
"183MZA MPU.SUP.BARR","1","Mendoza - Maipú (Superiora) - Barranca por el Alto","3313","183","3313"
"183MPU.BARR.URQ.CARR","1","183MPU.BARR.URQ.CARR","1894","183","1894"
"183BARRxURQ.C.MPUMZA","0","183MPU.BARR.URQ.CARR","2911","183","2911"
"183 MAIPU BARR. ALT","1","Maipú Barrancas por el alto","1900","183","1900"
"183 BARR.ALT.MAIPU","0","183 MAIPÚ BARRANCAS MAIPÚ  ","3367","183","3367"
"183MPU BARR.ESC.C.P.","1","183 MAIPU BARRANCAS MAIPU (ESC.CRUZ DE PIEDRA)","3311","183","3311"
"183 BARRANCAS MAIPU","0","183 MAIPU BARRANCAS MAIPU ESC.CRUZ DE PIEDRA","3312","183","3312"
"184 MZA MAIP.JUN.","1","Mendoza Junín Mendoza (x Maipú)","1748","184","1748"
"184 JUNIN MAIPU MZA","0","Mendoza Junín Mendoza (x Maipú)","1749","184","1749"
"184 MAIPU JUNIN","1","Maipú -Junín - Maipú - Mendoza","2965","184","2965"
"184 JUNIN MAIPU MZA","0","JUNIN MAIPU MENDOZA","2969","184","2969"
"184 Maipú - Mendoza","1","Maipú - Mendoza","2970","184","2970"
"184 MENDOZA MAIPU","1","MENDOZA MAIPU","2971","184","2971"
"185ST.BLANC.ORTG.MPU","0","Santa Blanca El Paraíso por Gutiérrez - Ortega - Maipú ","1755","185","1755"
"185 MPU.ORT.ST.BLANC","1","Maipú Gutiérrez Ortega Santa Blanca El Paraíso","3352","185","3352"
"A21A R.CRUZ X NAC.","1","A21 RODEO DE LA CRUZ POR NACIONAL","2530","A21","2530"
"A21A R.CRUZ X NAC.","0","A21A R.CRUZ X NAC.","2677","A21","2677"
"A21A R.CRUZ X NAC.PI","0","A21 RODEO DE LA CRUZ X NACIONAL-PICCIONE","2534","A21","2534"
"A21A R.CRUZ X NAC.PI","1","A21 RODEO DE LA CRUZ X NACIONAL","2852","A21","2852"
"A21B R.CRUZ X NAC.","0","A21 RODEO DE LA CRUZ X NACIONAL SHOPPING","2535","A21","2535"
"A21B R.CRUZ X NAC.","1","A21 R. DE LA CRUZ X NACIONAL SHOPPING","2698","A21","2698"
"A21B R.CRUZ X NAC.SH","1","A21 R.DE LA CRUZ X NAC. SHOPPING","2699","A21","2699"
"A21B R.CRUZ X NAC.SH","0","A21 RODEO DE LA CRUZ SHOPPING DE IDA","2984","A21","2984"
"A22A CORR.X NAC.MIL.","1","A22 CORRALITOS X NACIONAL MILAGROS","2756","A22","2756"
"A22A CORR.X NAC MIL.","0","A22A CORR.X NAC.MIL.","2757","A22","2757"
"A22B CORRxNAC.S.VTE","1","A 22 CORRALITOS X NACIONAL MILAGROS SAN VICENTE ","2758","A22","2758"
" A22B CORRxNAC.S.VTE","0","A22 CORRALITOS X NACIONAL MILAGROS SAN VICENTE","2759","A22","2759"
"A22C CORRxNAC.MALV.","1","A22 CORRALITOS X NACIONAL MALVINAS GRILLI","2760","A22","2760"
"A22C CORRxNAC.MALV.","0","A22 CORRALÑITOS X NACIONAL MALVINAS GRILLI","2761","A22","2761"
"A22D CORR.FERRARI","1","A22 CORRALITOS X NACIONAL FERRARI","2762","A22","2762"
"A22D CORR FERRARI","0","A22 CORRALITOS X NACIONAL FERRARI","2763","A22","2763"
"A22E CORR.VIOLETAS","1","A22 CORRALITOS POR ACC.ESTE VIOLETAS X PONCE","2764","A22","2764"
"A22E CORR VIOLET","0","A22 CORRALITOS X ACC. ESTE VIOLETAS X PONCE","2765","A22","2765"
"A22F CORR.X NAC.","1","A22F CORR.X NAC.","2766","A22","2766"
"A22F CORR.X NAC.","0","A22 CORRALITOS X NACIONAL ","2767","A22","2767"
"A22C CORRxNAC.MALV.","1","A22 CORRALITOS X NACIONAL GRILLI MALVINAS","2769","A22","2769"
"A22C CORRxNAC.MALV.","0","A22 CORRALITOS X NACIONAL GRILLI MALVINAS VTA X SALCEDO","2770","A22","2770"
"A22A CORR.X NAC. ","1","A22A CORR.X NAC. ","3099","A22","3099"
"A22A CORR X NAC","0","A22 CORRALITOS MILAGROS VEA SALCEDO","3100","A22","3100"
" A22B CORRxNAC.S.VTE","1","A22 CORRALITOS X NACIONAL SAN VICENTE","2774","A22","2774"
"A22B CORRxNAC S VTE","0","A22 CORRALITOS X NAC. SAN VICENTE","2775","A22","2775"
"A22C CORRxNAC.MALV.","1","A22 CORRALITOS X NACIONAL MALVINAS","2776","A22","2776"
"A22C CORRxNAC.MALV.","0","A22 CORRALITOS X NACIONAL MALVINAS","2777","A22","2777"
"A22E CORR.VIOLETAS","1","A22 CORRALITOS X NACIONAL ","2778","A22","2778"
"A22E CORR.VIOLETAS","0","A22 CORRALITOS X NACIONAL REG. KM 11 SALCEDO","2779","A22","2779"
"A22F CORR.X NAC.MVA.","1","A22 CORRALITOS X NACIONAL MILAGROS MALVINAS","2780","A22","2780"
"A22F CORR.X NAC.MVA.","0","A22 CORRALITOS MILAGROS MALVINAS","2781","A22","2781"
"A22A CORR.X NAC. ","1","A22A CORR.X NAC.","2782","A22","2782"
"A22A CORR.X NAC. ","0","A22 CORRALITOS X NACIONAL MILAGROS VEA","2783","A22","2783"
"A22E CORR.VIOLETAS","1","A22 CORRALITOS X ACC. ESTE VIOLETAS X TIRASSO","2784","A22","2784"
"A22E CORR.VIOLETAS","0","A22 CORRALITOS X ACC. ESTE VIOLETAS TIRASSO","2785","A22","2785"
"A22G CORR.GRILLI/Mil","1","A22 CORRALITOS X NACIONAL GRILLI","2786","A22","2786"
"A22G CORR.GRILLI/Mil","0","A22 CORRALITOS X NACIONAL GRILLI ","2787","A22","2787"
"A22G CORR.GRILLI/Mil","0","A22 CORRALITOS MILAGROS VEA REGRESA SALCEDO","3102","A22","3102"
"A22G CORR.GRILLI/Mil","1","A22 CORRALITOS MILAGROS VEA","3103","A22","3103"
"A22D CORR.FERRARI","1","A22 CORRALITOS X NACIONAL SALE FERRARI","2790","A22","2790"
"A22D CORR.FERRARI","0","A22 CORRALITOS POR NACIONAL MILAGROS VEA","3105","A22","3105"
"A22B CORRxNAC.S.VTE","1","A22 CORRALITOS POR NACIONAL FERRARI MILAGROS VEA REGRESA RODEO SALCEDO","3107","A22","3107"
"A22B CORRxNC S.VTE","0","A22 CORRALITOS POR NACIONAL FERRARI MILAGROS VEA REGRESA RODEO SALCEDO","3108","A22","3108"
"A22D CORR.FERRARI","0","A22 CORRALITOS X NACIONAL FERRERI","2796","A22","2796"
"A22D CORR.FERRARI","1","A22CORRALITOS POR NACIONAL FERRARI MILAGROS RODEO","3109","A22","3109"
"A23 SAN JAV NAC","1","B23 B° SANTA ANA SAN JAVIER X NACIONAL","2713","A23","2713"
"A23 SAN JAV NAC","0","A23 B°SANTA ANA SAN JAVIER X NAC.","2714","A23","2714"
"A23 SAN JAV Nac/CGob","0","A23 B° SANTA ANA SAN JAVIER X NAC. C.GOB","2717","A23","2717"
"A23 SAN JAV Nac/CGob","1","A23 B° SANTA ANA SAN JAVIER CASA DE GOBIERNO","3028","A23","3028"
"A23 SAN JAV Nac/CGob","0","A23 B° SANTA ANA B° SAN JAVIER CASA DE GOBIERNO IDA","3031","A23","3031"
"A24 PRIMAVERA X NAC.","0","A24 PRIMAVERA POR NACIONAL","3079","A24","3079"
"A24 PRIMAV.X NAC.","1","A24 PRIMAVERA POR NACIONAL","3081","A24","3081"
"A25 Escorihuela","1","A25 B° ESCORIHUELA X NACIONAL","2748","A25","2748"
"A25 Escorihuela","0","A25 B° ESCORIHUELA X NACIONAL R.DE LA CRUZ","2749","A25","2749"
"A25 Escorihuela","0","A25 B° ESCORIHUELA X NAC.C.GOBIERNO","2751","A25","2751"
"A25 Escorihuela  ","1","A25 B° ESCORIHUELA X NACIONAL CASA DE GOBIERNO","2907","A25","2907"
"A25 Escorihuela","1","A25 B°ESCORIHUELA PARQUE DE DESCANSO","2987","A25","2987"
"A25 ESCORIHUELA","0","A25 B° ESCORIHUELA X NACIONAL PARQUE DE DESCANSO","2988","A25","2988"
"A27 COLONIA SEGOVIA","1","A27 COLONIA SEGOVIA X G. CRUZ","2744","A27","2744"
"A27 COLONIA SEGOVIA","0","A27 COLONIA SEGOVIA R.DE LA CRUZ X G.CRUZ","2745","A27","2745"
"A28 R.CRUZ C.BOMBAL","0","A 28 COLONIA BOMBAL MENDOZA","3042","A28","3042"
"A28 R.CRUZ C.BOMBAL","1","A28 COLONIA BOMBAL POR NACIONAL","3043","A28","3043"
"A29 PEDREGAL X NAC.","1","A 29 PEDREGAL X NACIONAL","2731","A29","2731"
"A29 PEDREGAL X NAC. ","0","A 29 PEDREGAL R. DE LA CRUZ","2732","A29","2732"
"B21 R.CRUZ X G.CRUZ","1","B21 MZA.R.DE LA CRUZ","2701","B21","2701"
"B21 R CRUZ X G CRUZ","1","B21 R. CRUZ MENDOZA PQUE. DESCANSO","2702","B21","2702"
"B21 R.CRUZ X G.CRUZ","1","B21 R. CRUZ X G. CRUZ SANTA RITA","2704","B21","2704"
"B22A CORR. KM 14","1","B 22 CORRALITOS X G","2797","B22","2797"
"B22A CORR.KM 14","0","B22 CORRALITOS X G. CRUZ KM 14","2798","B22","2798"
"B22A CORR.KM 14  ","1","B22A CORRALITOS X G. CRUZ KM 14 MILAGROS MALVINAS","2800","B22","2800"
"B22A CORR.KM 14","0","B22A CORRALITOS KM 14 MILAGROS MALVINAS","2801","B22","2801"
"B22A CORR. X G.CRUZ","0","B22 CORRALITOS X GODOY CRUZ","2825","B22","2825"
"B22 CORR.X G.CRUZ","1","B22A CORRALITOS POR CARRIL GODOY CRUZ","3214","B22","3214"
"B22B CORR.X G.CRUZ","1","B22B CORRALITOS X GODOY CRUZ MALVINAS","2827","B22","2827"
"B22B V.NUEVA CORR.","0","B22B CORRALITOS POR GODOY CRUZ","3112","B22","3112"
"B22B CORR.X G.CRUZ","1","B22B CORRALITOS X G. CRUZ MILAGROS","2829","B22","2829"
"B22B V.NUEVA CORR.","0","B22B CORRALITOS X G.CRUZ MILAGROS","2830","B22","2830"
"B22B CORR.KM 14","1","B22B CORRALITOS X G. CRUZ KM 14 SAN VICENTE","2831","B22","2831"
"B22B  CORR.KM14","0","B22B CORRALITOS X G.CRUZ KM 14 SAN VICENTE","2832","B22","2832"
"B22C CORR.X G.CRUZ","1","B22 CORRALITOS X GODOY CRUZ MILAGROS VEA SALCEDO","2833","B22","2833"
"B22C V.NUEVA CORR.","0","B22C CORRALITOS X GODOY CRUZ MILAGROS VEA SALCEDO","2834","B22","2834"
"B22C CORR.KM 14","1","B22C CORRALITOS KM 14 VTA. RODEO","2835","B22","2835"
"B22C V.NUEVA CORR","0","B22C CORRALITOS X GODOY CRUZ SALCEDO","2836","B22","2836"
"B22C CORR.X G.CRUZ","1","B22C CORRALITOS X GODOY CRUZ MALVINAS SAN VICENTE","2837","B22","2837"
"B22C V.NUEVA CORR.","0","B22C  CORRALITOS X G.CRUZ MALVINAS SAN VICENTE","2838","B22","2838"
"B22D CORR.KM14","1","B22 CORRALITOS X G.CRUZKM 14 GRILLI SAN VICENTE ","2841","B22","2841"
"B22D V.NUEVA CORR.","0","B22D CORRALITOS X G.CRUZ GRILLI SAN VICENTE","2842","B22","2842"
"B22D CORR.KM14 MIL.","1","B22D CORRALITOS X GODOY CRUZ KM 14 MILAGROS","2843","B22","2843"
"B22D V.N CORR KM 14","0","B22D CORRALITOS X GODOY CRUZ KM 14 MILAGROS","2844","B22","2844"
"B22E CORR.X G.CRUZ","1","B22E CORRALITOS X GODOY CRUZ GRILLI","2846","B22","2846"
"B22E V N CORR.","0","B22 CORRALITOS X GPDOY CRUZ GRILLI","2847","B22","2847"
"B22E CORR.X G.CRUZ","1","B22E CORRALITOS X GODOY CRUZ MILAGROS VEA","2850","B22","2850"
"B22E V.NUEVA CORR.","0","B22E CORRALITOS POR GODOY CRUZ MILAGROS VEA DE IDA ","3117","B22","3117"
"B23 STA.ANA X G.CRUZ","1","B23 B STA ANA X G.CRUZ","2709","B23","2709"
"B23 STA.ANA X G.CRUZ","0","B23 VILLA NUEVA R. DE LA CRUZ","2710","B23","2710"
"B23 B S.ANA C.GOB","1","B23 B SANTA ANA X GODOY CRUZ CASA DE GOBIERNO","2985","B23","2985"
"B23 V.NUEVA R.CRUZ","0","B23 B SANTA ANA X GODOY CRUZ CASA DE GOBIERNO ","2986","B23","2986"
"A24 PRIMAV.X G.CRUZ","1","A24 PRIMAVERA X GODOY CRUZ","2845","B24","2845"
"B24 PRIMAV.X G.CRUZ","0","B24PRIMAVERA POR GODOY CRUZ","3098","B24","3098"
"B25 B.NUEVA X G.CRUZ","1","B25 BUENA NUEVA X G.CRUZ ","2726","B25","2726"
"B25 V.NUEVA R. CRUZ ","0","B25 BUENA NUEVA X G. CRUZ ","2727","B25","2727"
"B25 B.NUEVA C.GOB","1","B25 BUENA NUEVA POR GODOY CRUZ CASA DE GOBIERNO ","3122","B25","3122"
"B23 B.NUEVA C.GOB","0","B25 BUENA NUEVA POR GODOY CRUZ","3123","B25","3123"
"B26A PARAGUAY","1","B26A B PARAGUAY X G. CRUZ","2733","B26","2733"
"B26A PARAGUAY ","0","B26A B PARAGUAY","2734","B26","2734"
"B26A PARAGUAY ROCA","0","B26A B PARAGUAY POR GODOY CRUZ ROCA ","2989","B26","2989"
"B26A PARAGUAY ROCA","1","B26A B PARAGUAY X GODOY CRUZ ROCA","2992","B26","2992"
"B26A PAR. PALMERAS","1","B26 B PARAGUAY PALMERAS","2993","B26","2993"
"B26A PAR.PALMERAS","0","B26 B PARAGUAY PALM. ","2997","B26","2997"
"B26B PARAGUAY NOTTI","1","B26B B PARAGUAY X NAC. HTAL. NOTTI","2740","B26","2740"
"B26B PARAGUAY NOTTI","0","B26B PARAGUAY NOTTI","3372","B26","3372"
"B26B PARAGUAY MUNIC.","1","B26 B PARAGUAY POR GODOY CRUZ MUNICIPAL","3010","B26","3010"
"B26B PARAGUAY MUNIC.","0","B26B PARAGUAY MUNICIPAL","3366","B26","3366"
"B27 ESCOR.X G.CRUZ","1","B27 B ESCORIHUELA X G. CRUZ","2754","B27","2754"
"B27 ESCOR.X G.CRUZ","0","B27 B ESCORIHUELA X G.CRUZ","2755","B27","2755"
"MTM001 Mdz Gutz","0","NULL","1602","MTM","1602"
"MTM 001 Gutz Mdz","1","NULL","3370","MTM","3370"
"S.D MAIPU MENDOZA","1","Servicio Diferencial Maipú - Mendoza","1726","D138","1726"
"S.D MENDOZA MAIPU","0","Servicio Diferencial Mendoza - Maipú ","1727","D138","1727"
"SD 3 ESQ.MAIP.MZA","1","Servicio Diferencial - Tres Esquinas - Mendoza - Maipú","1728","D139","1728"
"SD MENDOZA MAIPU","0","Servicio Diferencial Mendoza - Maipú","2725","D139","2725"
"SD MAIPU MENDOZA","1","Servicio Diferencial - Maipú - Mendoza - Tres Esquinas","2730","D140","2730"
"SD MZA MAIPU 3ESQ.","0","Servicio Diferencial Mendoza - Maipú - Tres Esquinas","2736","D140","2736"
"SD RECOARO MAIP.MZA","1","Servicio Diferencial Recoaro - Mendoza Maipú","2854","D141","2854"
"SD MENDOZA MAIPU","0","Servicio Diferencial Recoaro - Mendoza Maipú","2853","D141","2853"
"SD REC.CEM.MAIP.MZA","1","Servicio Diferencial Recoaro - Mendoza Maipú (Entrada Cementerio Oasis de Paz)","2856","D142","2856"
"SD MENDOZA MAIPU","0","Servicio Diferencial Mendoza Maipú","2857","D142","2857"
"SD MAIPU MENDOZA","1","Servicio Diferencial  Maipú - Mendoza","2858","D143","2858"
"SD MZA MAIP.RECOARO","0","Servicio Diferencial   Mendoza - Maipú - Recoaro","2859","D143","2859"
"SD MAIPU MENDOZA","1","Servicio Diferencial  Maipú - Mendoza - Recoaro - Entrada Cementerio Oasis de Paz","2860","D144","2860"
"SD MZA MAIP.REC.CEM.","0","Servicio Diferencial  Maipú - Mendoza - Recoaro - Entrada Cementerio Oasis de Paz","2861","D144","2861"
"T11 P.MOLINA-UNIMEV","1","NULL","3354","T11","3354"
"T11 UNIMEV-CENTRO","0","NULL","3359","T11","3359"
"T11 UNIMEV-P.MOLINA","1","NULL","3353","T11","3353"
"T11 P.MOL.CTRO.TERM","0","NULL","3358","T11","3358"
"p.m.-centro-unimev","0","NULL","3373","T11","3373"
"unimev-centro-p.m","1","NULL","3371","T11","3371"
"unimev-centro-p.m","1","NULL","3369","T11","3369"
"T12-Centro-Parque","1","NULL","1640","T12","1640"
"T12-Centro-VNueva","1","NULL","1638","T12","1638"
"T12-Centro-Dorrego","1","NULL","1642","T12","1642"
"T12-Cent-Pellegrini","1","NULL","1643","T12","1643"
"T12-GC-LH","1","NULL","1674","T12","1674"
"T12-UNC","1","NULL","1681","T12","1681"
